video,label,dataset,p,n_frames,source
id28_id20_0008,1,celebdf,0.6987226,8,CelebDF
id28_id20_0009,1,celebdf,0.5712418,8,CelebDF
id28_id21_0000,1,celebdf,0.72436804,7,CelebDF
id28_id21_0001,1,celebdf,0.7936476,7,CelebDF
id28_id21_0002,1,celebdf,0.5682561,7,CelebDF
id28_id21_0003,1,celebdf,0.87617874,8,CelebDF
id28_id21_0005,1,celebdf,0.55790573,8,CelebDF
id28_id21_0006,1,celebdf,0.5098086,8,CelebDF
id28_id21_0007,1,celebdf,0.8492411,8,CelebDF
id28_id21_0008,1,celebdf,0.8696257,8,CelebDF
id28_id21_0009,1,celebdf,0.86673534,8,CelebDF
id28_id22_0000,1,celebdf,0.8494891,7,CelebDF
id28_id22_0001,1,celebdf,0.4709857,7,CelebDF
id28_id22_0002,1,celebdf,0.17695329,7,CelebDF
id28_id22_0003,1,celebdf,0.9961039,8,CelebDF
id28_id22_0004,1,celebdf,0.114917986,8,CelebDF
id28_id22_0005,1,celebdf,0.35552365,8,CelebDF
id28_id22_0006,1,celebdf,0.44822073,8,CelebDF
id28_id22_0007,1,celebdf,0.87606204,8,CelebDF
id28_id22_0008,1,celebdf,0.7951027,8,CelebDF
id28_id22_0009,1,celebdf,0.65372574,8,CelebDF
id28_id23_0000,1,celebdf,0.6999113,7,CelebDF
id28_id23_0002,1,celebdf,0.55545366,7,CelebDF
id28_id23_0003,1,celebdf,0.95991826,8,CelebDF
id28_id23_0005,1,celebdf,0.686782,8,CelebDF
id28_id23_0006,1,celebdf,0.6379461,8,CelebDF
id28_id23_0008,1,celebdf,0.86771077,8,CelebDF
id28_id23_0009,1,celebdf,0.75964314,8,CelebDF
id28_id24_0000,1,celebdf,0.877974,7,CelebDF
id28_id24_0001,1,celebdf,0.76707715,7,CelebDF
id28_id24_0002,1,celebdf,0.28523746,8,CelebDF
id28_id24_0003,1,celebdf,0.9178536,8,CelebDF
id28_id24_0004,1,celebdf,0.22781073,8,CelebDF
id28_id24_0005,1,celebdf,0.5403845,8,CelebDF
id28_id24_0006,1,celebdf,0.47332406,8,CelebDF
id28_id24_0008,1,celebdf,0.8729435,8,CelebDF
id28_id24_0009,1,celebdf,0.61663145,8,CelebDF
id28_id25_0000,1,celebdf,0.90011984,7,CelebDF
id28_id25_0001,1,celebdf,0.81319916,7,CelebDF
id28_id25_0002,1,celebdf,0.7446022,7,CelebDF
id28_id25_0004,1,celebdf,0.49128494,8,CelebDF
id28_id25_0005,1,celebdf,0.74377286,8,CelebDF
id28_id25_0006,1,celebdf,0.7850516,8,CelebDF
id28_id25_0008,1,celebdf,0.8708328,8,CelebDF
id28_id25_0009,1,celebdf,0.8480591,8,CelebDF
id28_id26_0000,1,celebdf,0.7951115,7,CelebDF
id28_id26_0001,1,celebdf,0.6251195,7,CelebDF
id28_id26_0002,1,celebdf,0.565119,8,CelebDF
id28_id26_0003,1,celebdf,0.9944781,8,CelebDF
id28_id26_0004,1,celebdf,0.16029444,8,CelebDF
id28_id26_0005,1,celebdf,0.5682712,8,CelebDF
id28_id26_0006,1,celebdf,0.6354019,8,CelebDF
id28_id26_0007,1,celebdf,0.9315091,8,CelebDF
id28_id26_0008,1,celebdf,0.6923563,8,CelebDF
id28_id26_0009,1,celebdf,0.606405,8,CelebDF
id28_id27_0000,1,celebdf,0.8097248,7,CelebDF
id28_id27_0001,1,celebdf,0.6714363,7,CelebDF
id28_id27_0002,1,celebdf,0.42034802,7,CelebDF
id28_id27_0004,1,celebdf,0.31344655,8,CelebDF
id28_id27_0005,1,celebdf,0.6001624,8,CelebDF
id28_id27_0006,1,celebdf,0.66860265,8,CelebDF
id28_id27_0007,1,celebdf,0.8719542,8,CelebDF
id28_id27_0008,1,celebdf,0.87420803,8,CelebDF
id28_id27_0009,1,celebdf,0.84755397,8,CelebDF
id28_id29_0000,1,celebdf,0.78353137,7,CelebDF
id28_id29_0001,1,celebdf,0.8137382,7,CelebDF
id28_id29_0002,1,celebdf,0.7581957,7,CelebDF
id28_id29_0003,1,celebdf,0.8885803,8,CelebDF
id28_id29_0005,1,celebdf,0.44997418,8,CelebDF
id28_id29_0006,1,celebdf,0.4029893,8,CelebDF
id28_id29_0007,1,celebdf,0.86791795,8,CelebDF
id28_id29_0008,1,celebdf,0.8583198,8,CelebDF
id28_id29_0009,1,celebdf,0.85183585,8,CelebDF
id28_id2_0000,1,celebdf,0.30812278,7,CelebDF
id28_id2_0001,1,celebdf,0.57301897,7,CelebDF
id28_id2_0002,1,celebdf,0.05548696,7,CelebDF
id28_id2_0003,1,celebdf,0.7469258,8,CelebDF
id28_id2_0004,1,celebdf,0.1978066,8,CelebDF
id28_id2_0005,1,celebdf,0.3926427,8,CelebDF
id28_id2_0006,1,celebdf,0.57059944,8,CelebDF
id28_id2_0007,1,celebdf,0.7542431,8,CelebDF
id28_id2_0008,1,celebdf,0.72663367,8,CelebDF
id28_id2_0009,1,celebdf,0.6003595,8,CelebDF
id28_id30_0000,1,celebdf,0.8525175,7,CelebDF
id28_id30_0001,1,celebdf,0.69060576,7,CelebDF
id28_id30_0002,1,celebdf,0.5320099,7,CelebDF
id28_id30_0003,1,celebdf,0.9525567,8,CelebDF
id28_id30_0004,1,celebdf,0.1824095,8,CelebDF
id28_id30_0005,1,celebdf,0.7105264,8,CelebDF
id28_id30_0006,1,celebdf,0.3993502,8,CelebDF
id28_id30_0007,1,celebdf,0.87602884,8,CelebDF
id28_id30_0008,1,celebdf,0.8702574,8,CelebDF
id28_id30_0009,1,celebdf,0.7967836,8,CelebDF
id28_id31_0000,1,celebdf,0.8250443,7,CelebDF
id28_id31_0001,1,celebdf,0.8549515,7,CelebDF
id28_id31_0002,1,celebdf,0.6480923,8,CelebDF
id28_id31_0004,1,celebdf,0.569247,8,CelebDF
id28_id31_0006,1,celebdf,0.8745556,8,CelebDF
id28_id31_0007,1,celebdf,0.92203486,8,CelebDF
id28_id31_0008,1,celebdf,0.87366045,8,CelebDF
id28_id31_0009,1,celebdf,0.6823215,8,CelebDF
id28_id32_0000,1,celebdf,0.7284135,7,CelebDF
id28_id32_0001,1,celebdf,0.5838499,7,CelebDF
id28_id32_0002,1,celebdf,0.2952103,7,CelebDF
id28_id32_0003,1,celebdf,0.9510809,8,CelebDF
id28_id32_0004,1,celebdf,0.48348933,8,CelebDF
id28_id32_0005,1,celebdf,0.6565143,8,CelebDF
id28_id32_0006,1,celebdf,0.50798357,8,CelebDF
id28_id32_0007,1,celebdf,0.82888407,8,CelebDF
id28_id32_0008,1,celebdf,0.8600175,8,CelebDF
id28_id32_0009,1,celebdf,0.74371386,8,CelebDF
id28_id33_0000,1,celebdf,0.4947926,7,CelebDF
id28_id33_0002,1,celebdf,0.52920514,7,CelebDF
id28_id33_0003,1,celebdf,0.8702711,8,CelebDF
id28_id33_0005,1,celebdf,0.7362345,8,CelebDF
id28_id33_0006,1,celebdf,0.65333474,8,CelebDF
id28_id33_0007,1,celebdf,0.85733384,8,CelebDF
id28_id33_0008,1,celebdf,0.86494267,8,CelebDF
id28_id33_0009,1,celebdf,0.7485911,8,CelebDF
id28_id34_0000,1,celebdf,0.8049822,7,CelebDF
id28_id34_0001,1,celebdf,0.76726323,7,CelebDF
id28_id34_0002,1,celebdf,0.49964172,7,CelebDF
id28_id34_0003,1,celebdf,0.90462625,8,CelebDF
id28_id34_0005,1,celebdf,0.5773767,8,CelebDF
id28_id34_0006,1,celebdf,0.5800071,8,CelebDF
id28_id34_0008,1,celebdf,0.65883046,8,CelebDF
id28_id34_0009,1,celebdf,0.7439862,8,CelebDF
id28_id35_0000,1,celebdf,0.8235119,7,CelebDF
id28_id35_0001,1,celebdf,0.8535754,7,CelebDF
id28_id35_0002,1,celebdf,0.39595547,7,CelebDF
id28_id35_0003,1,celebdf,0.9905091,8,CelebDF
id28_id35_0004,1,celebdf,0.10785364,8,CelebDF
id28_id35_0005,1,celebdf,0.64925927,8,CelebDF
id28_id35_0006,1,celebdf,0.5724646,8,CelebDF
id28_id35_0008,1,celebdf,0.8724121,8,CelebDF
id28_id35_0009,1,celebdf,0.72463447,8,CelebDF
id28_id37_0000,1,celebdf,0.8520244,7,CelebDF
id28_id37_0001,1,celebdf,0.712843,7,CelebDF
id28_id37_0002,1,celebdf,0.72486883,7,CelebDF
id28_id37_0003,1,celebdf,0.9646628,8,CelebDF
id28_id37_0004,1,celebdf,0.4988752,8,CelebDF
id28_id37_0005,1,celebdf,0.5339434,8,CelebDF
id28_id37_0006,1,celebdf,0.56819236,8,CelebDF
id28_id37_0007,1,celebdf,0.88753116,8,CelebDF
id28_id37_0008,1,celebdf,0.8717739,8,CelebDF
id28_id37_0009,1,celebdf,0.86228263,8,CelebDF
id28_id38_0000,1,celebdf,0.86196464,7,CelebDF
id28_id38_0001,1,celebdf,0.76939803,7,CelebDF
id28_id38_0002,1,celebdf,0.69722563,7,CelebDF
id28_id38_0003,1,celebdf,0.99479765,8,CelebDF
id28_id38_0004,1,celebdf,0.3453653,8,CelebDF
id28_id38_0005,1,celebdf,0.6521998,8,CelebDF
id28_id38_0006,1,celebdf,0.6586857,8,CelebDF
id28_id38_0007,1,celebdf,0.95988,8,CelebDF
id28_id38_0008,1,celebdf,0.8717883,8,CelebDF
id28_id38_0009,1,celebdf,0.780479,8,CelebDF
id28_id3_0000,1,celebdf,0.44058487,7,CelebDF
id28_id3_0001,1,celebdf,0.46152812,7,CelebDF
id28_id3_0002,1,celebdf,0.10625652,7,CelebDF
id28_id3_0003,1,celebdf,0.7699777,8,CelebDF
id28_id3_0004,1,celebdf,0.053798832,8,CelebDF
id28_id3_0005,1,celebdf,0.22897305,8,CelebDF
id28_id3_0006,1,celebdf,0.2228559,8,CelebDF
id28_id3_0007,1,celebdf,0.6806919,8,CelebDF
id28_id3_0008,1,celebdf,0.6290511,8,CelebDF
id28_id3_0009,1,celebdf,0.5343076,8,CelebDF
id28_id4_0000,1,celebdf,0.9906172,7,CelebDF
id28_id4_0001,1,celebdf,0.60264426,7,CelebDF
id28_id4_0002,1,celebdf,0.7599564,7,CelebDF
id28_id4_0003,1,celebdf,0.9927479,8,CelebDF
id28_id4_0004,1,celebdf,0.45363557,8,CelebDF
id28_id4_0005,1,celebdf,0.6198374,8,CelebDF
id28_id4_0006,1,celebdf,0.26638928,8,CelebDF
id28_id4_0008,1,celebdf,0.86740834,8,CelebDF
id28_id4_0009,1,celebdf,0.77661175,8,CelebDF
id28_id6_0000,1,celebdf,0.8287877,7,CelebDF
id28_id6_0001,1,celebdf,0.8379465,7,CelebDF
id28_id6_0002,1,celebdf,0.14201984,7,CelebDF
id28_id6_0003,1,celebdf,0.8505576,8,CelebDF
id28_id6_0004,1,celebdf,0.08128023,8,CelebDF
id28_id6_0005,1,celebdf,0.42201242,8,CelebDF
id28_id6_0006,1,celebdf,0.42404112,8,CelebDF
id28_id6_0007,1,celebdf,0.89628804,8,CelebDF
id28_id6_0008,1,celebdf,0.66952324,8,CelebDF
id28_id6_0009,1,celebdf,0.5696997,8,CelebDF
id28_id9_0000,1,celebdf,0.7628294,7,CelebDF
id28_id9_0001,1,celebdf,0.7980832,7,CelebDF
id28_id9_0002,1,celebdf,0.024023911,7,CelebDF
id28_id9_0003,1,celebdf,0.97450703,8,CelebDF
id28_id9_0004,1,celebdf,0.20680782,8,CelebDF
id28_id9_0005,1,celebdf,0.551653,8,CelebDF
id28_id9_0006,1,celebdf,0.63472337,8,CelebDF
id28_id9_0007,1,celebdf,0.88797295,8,CelebDF
id28_id9_0008,1,celebdf,0.8570358,8,CelebDF
id28_id9_0009,1,celebdf,0.78115875,8,CelebDF
id29_0000,0,celebdf,0.09470401,8,CelebDF
id29_0001,0,celebdf,0.012176591,6,CelebDF
id29_0002,0,celebdf,0.08402526,7,CelebDF
id29_0003,0,celebdf,0.021587502,8,CelebDF
id29_0004,0,celebdf,0.63637424,8,CelebDF
id29_0005,0,celebdf,0.06872404,4,CelebDF
id29_0006,0,celebdf,0.27190843,7,CelebDF
id29_0007,0,celebdf,0.00096567126,8,CelebDF
id29_0008,0,celebdf,0.34832954,8,CelebDF
id29_0009,0,celebdf,0.42427534,7,CelebDF
id29_id20_0000,1,celebdf,0.5114488,8,CelebDF
id29_id20_0004,1,celebdf,0.83174765,7,CelebDF
id29_id20_0005,1,celebdf,0.67876065,8,CelebDF
id29_id20_0006,1,celebdf,0.6135155,8,CelebDF
id29_id20_0007,1,celebdf,0.0053477725,8,CelebDF
id29_id20_0008,1,celebdf,0.8829619,8,CelebDF
id29_id20_0009,1,celebdf,0.5734981,7,CelebDF
id29_id21_0000,1,celebdf,0.43194446,8,CelebDF
id29_id21_0003,1,celebdf,0.6180053,8,CelebDF
id29_id21_0004,1,celebdf,0.85605764,7,CelebDF
id29_id21_0005,1,celebdf,0.37836227,6,CelebDF
id29_id21_0006,1,celebdf,0.52004385,8,CelebDF
id29_id21_0008,1,celebdf,0.782449,8,CelebDF
id29_id21_0009,1,celebdf,0.45472834,7,CelebDF
id29_id23_0000,1,celebdf,0.36998224,8,CelebDF
id29_id23_0002,1,celebdf,0.19095206,7,CelebDF
id29_id23_0003,1,celebdf,0.5360743,8,CelebDF
id29_id23_0005,1,celebdf,0.40861037,6,CelebDF
id29_id23_0006,1,celebdf,0.533476,8,CelebDF
id29_id23_0007,1,celebdf,0.0047837747,8,CelebDF
id29_id26_0000,1,celebdf,0.584659,8,CelebDF
id29_id26_0003,1,celebdf,0.7480701,8,CelebDF
id29_id26_0004,1,celebdf,0.87466604,8,CelebDF
id29_id26_0005,1,celebdf,0.47604623,8,CelebDF
id29_id26_0006,1,celebdf,0.5886841,8,CelebDF
id29_id26_0007,1,celebdf,0.152539,8,CelebDF
id29_id26_0008,1,celebdf,0.75894606,8,CelebDF
id29_id26_0009,1,celebdf,0.6147709,7,CelebDF
id29_id28_0000,1,celebdf,0.5028586,8,CelebDF
id29_id28_0003,1,celebdf,0.5986084,8,CelebDF
id29_id28_0004,1,celebdf,0.8570418,7,CelebDF
id29_id28_0005,1,celebdf,0.2472769,6,CelebDF
id29_id28_0006,1,celebdf,0.43626755,8,CelebDF
id29_id28_0007,1,celebdf,0.0627653,8,CelebDF
id29_id28_0008,1,celebdf,0.7618195,8,CelebDF
id29_id28_0009,1,celebdf,0.6400081,7,CelebDF
id29_id30_0000,1,celebdf,0.4627023,8,CelebDF
id29_id30_0002,1,celebdf,0.41864055,7,CelebDF
id29_id30_0003,1,celebdf,0.5681467,8,CelebDF
id29_id30_0004,1,celebdf,0.85503995,7,CelebDF
id29_id30_0005,1,celebdf,0.18547833,6,CelebDF
id29_id30_0006,1,celebdf,0.71154183,8,CelebDF
id29_id30_0007,1,celebdf,0.07970118,8,CelebDF
id29_id30_0008,1,celebdf,0.6792695,8,CelebDF
id29_id30_0009,1,celebdf,0.8231401,6,CelebDF
id29_id31_0000,1,celebdf,0.38492575,8,CelebDF
id29_id31_0003,1,celebdf,0.73427415,8,CelebDF
id29_id31_0004,1,celebdf,0.8327615,6,CelebDF
id29_id31_0005,1,celebdf,0.5657484,6,CelebDF
id29_id31_0006,1,celebdf,0.71388495,8,CelebDF
id29_id31_0007,1,celebdf,0.001506917,8,CelebDF
id29_id31_0009,1,celebdf,0.7199709,7,CelebDF
id29_id32_0000,1,celebdf,0.4074995,8,CelebDF
id29_id32_0001,1,celebdf,0.18392916,6,CelebDF
id29_id32_0002,1,celebdf,0.33589485,7,CelebDF
id29_id32_0003,1,celebdf,0.61371094,8,CelebDF
id29_id32_0005,1,celebdf,0.20477219,6,CelebDF
id29_id32_0006,1,celebdf,0.48937452,8,CelebDF
id29_id32_0007,1,celebdf,0.0010881039,8,CelebDF
id29_id33_0000,1,celebdf,0.56649977,8,CelebDF
id29_id33_0002,1,celebdf,0.44608635,7,CelebDF
id29_id33_0003,1,celebdf,0.71002364,8,CelebDF
id29_id33_0005,1,celebdf,0.27181143,6,CelebDF
id29_id33_0006,1,celebdf,0.61863554,8,CelebDF
id29_id33_0007,1,celebdf,0.0015542347,8,CelebDF
id29_id33_0009,1,celebdf,0.66952324,7,CelebDF
id29_id34_0000,1,celebdf,0.38612682,8,CelebDF
id29_id34_0001,1,celebdf,0.0006047283,6,CelebDF
id29_id34_0002,1,celebdf,0.42675394,7,CelebDF
id29_id34_0003,1,celebdf,0.65735626,8,CelebDF
id29_id34_0004,1,celebdf,0.8568292,7,CelebDF
id29_id34_0005,1,celebdf,0.10330557,6,CelebDF
id29_id34_0006,1,celebdf,0.52795875,8,CelebDF
id29_id34_0007,1,celebdf,0.001227667,8,CelebDF
id29_id34_0008,1,celebdf,0.771684,8,CelebDF
id29_id34_0009,1,celebdf,0.82092094,6,CelebDF
id29_id35_0000,1,celebdf,0.49992687,8,CelebDF
id29_id35_0002,1,celebdf,0.2633581,7,CelebDF
id29_id35_0003,1,celebdf,0.6009364,8,CelebDF
id29_id35_0005,1,celebdf,0.58386654,6,CelebDF
id29_id35_0006,1,celebdf,0.59699416,8,CelebDF
id29_id35_0007,1,celebdf,0.033856,8,CelebDF
id29_id35_0008,1,celebdf,0.81241953,8,CelebDF
id29_id35_0009,1,celebdf,0.6141352,7,CelebDF
id29_id37_0000,1,celebdf,0.5042971,8,CelebDF
id29_id37_0002,1,celebdf,0.4330897,7,CelebDF
id29_id37_0003,1,celebdf,0.7343014,8,CelebDF
id29_id37_0004,1,celebdf,0.85535896,7,CelebDF
id29_id37_0005,1,celebdf,0.35091388,6,CelebDF
id29_id37_0006,1,celebdf,0.50583863,8,CelebDF
id29_id37_0007,1,celebdf,0.047049206,8,CelebDF
id29_id37_0008,1,celebdf,0.64342093,8,CelebDF
id29_id37_0009,1,celebdf,0.7170825,7,CelebDF
id29_id38_0000,1,celebdf,0.41118804,8,CelebDF
id29_id38_0001,1,celebdf,0.12919192,6,CelebDF
id29_id38_0002,1,celebdf,0.5941712,7,CelebDF
id29_id38_0003,1,celebdf,0.648739,8,CelebDF
id29_id38_0004,1,celebdf,0.85700184,7,CelebDF
id29_id38_0005,1,celebdf,0.36634922,6,CelebDF
id29_id38_0006,1,celebdf,0.6700648,8,CelebDF
id29_id38_0007,1,celebdf,0.08990481,8,CelebDF
id29_id38_0008,1,celebdf,0.85438204,8,CelebDF
id29_id38_0009,1,celebdf,0.7776994,7,CelebDF
id2_0000,0,celebdf,0.02627228,8,CelebDF
id2_0001,0,celebdf,0.24438109,8,CelebDF
id2_0002,0,celebdf,0.059592597,8,CelebDF
id2_0003,0,celebdf,0.047989767,7,CelebDF
id2_0004,0,celebdf,0.009368848,8,CelebDF
id2_0005,0,celebdf,0.0030702213,8,CelebDF
id2_0006,0,celebdf,0.0191315,7,CelebDF
id2_0007,0,celebdf,0.030470114,8,CelebDF
id2_0008,0,celebdf,0.00025289587,8,CelebDF
id2_0009,0,celebdf,0.059933603,6,CelebDF
id2_id0_0000,1,celebdf,0.8037108,8,CelebDF
id2_id0_0001,1,celebdf,0.8766783,8,CelebDF
id2_id0_0002,1,celebdf,0.81048626,8,CelebDF
id2_id0_0003,1,celebdf,0.26845828,7,CelebDF
id2_id0_0004,1,celebdf,0.45232528,8,CelebDF
id2_id0_0005,1,celebdf,0.7569287,8,CelebDF
id2_id0_0006,1,celebdf,0.8194266,7,CelebDF
id2_id0_0007,1,celebdf,0.79398423,8,CelebDF
id2_id0_0008,1,celebdf,0.87704515,8,CelebDF
id2_id0_0009,1,celebdf,0.30203614,6,CelebDF
id2_id16_0000,1,celebdf,0.63854396,8,CelebDF
id2_id16_0001,1,celebdf,0.82126015,8,CelebDF
id2_id16_0002,1,celebdf,0.8467143,8,CelebDF
id2_id16_0003,1,celebdf,0.6530404,7,CelebDF
id2_id16_0004,1,celebdf,0.2151138,8,CelebDF
id2_id16_0005,1,celebdf,0.6367193,8,CelebDF
id2_id16_0006,1,celebdf,0.6900311,7,CelebDF
id2_id16_0007,1,celebdf,0.88623995,8,CelebDF
id2_id16_0008,1,celebdf,0.8742256,8,CelebDF
id2_id16_0009,1,celebdf,0.326713,6,CelebDF
id2_id17_0000,1,celebdf,0.8688898,8,CelebDF
id2_id17_0001,1,celebdf,0.8748721,8,CelebDF
id2_id17_0002,1,celebdf,0.99683094,8,CelebDF
id2_id17_0003,1,celebdf,0.823557,7,CelebDF
id2_id17_0004,1,celebdf,0.28836,8,CelebDF
id2_id17_0005,1,celebdf,0.84897834,8,CelebDF
id2_id17_0006,1,celebdf,0.8448237,7,CelebDF
id2_id17_0007,1,celebdf,0.96669537,8,CelebDF
id2_id17_0008,1,celebdf,0.9600756,8,CelebDF
id2_id17_0009,1,celebdf,0.5216175,6,CelebDF
id2_id1_0000,1,celebdf,0.86196667,8,CelebDF
id2_id1_0001,1,celebdf,0.84313625,8,CelebDF
id2_id1_0002,1,celebdf,0.73383045,8,CelebDF
id2_id1_0003,1,celebdf,0.42401218,7,CelebDF
id2_id1_0004,1,celebdf,0.18250446,8,CelebDF
id2_id1_0005,1,celebdf,0.7385731,8,CelebDF
id2_id1_0006,1,celebdf,0.4411039,7,CelebDF
id2_id1_0007,1,celebdf,0.8740189,8,CelebDF
id2_id1_0008,1,celebdf,0.87351406,8,CelebDF
id2_id1_0009,1,celebdf,0.5340009,6,CelebDF
id2_id20_0000,1,celebdf,0.8369387,8,CelebDF
id2_id20_0001,1,celebdf,0.94946206,8,CelebDF
id2_id20_0002,1,celebdf,0.9493443,8,CelebDF
id2_id20_0003,1,celebdf,0.6370581,7,CelebDF
id2_id20_0004,1,celebdf,0.3344028,8,CelebDF
id2_id20_0005,1,celebdf,0.8399934,8,CelebDF
id2_id20_0006,1,celebdf,0.86024946,7,CelebDF
id2_id20_0007,1,celebdf,0.87510985,8,CelebDF
id2_id20_0008,1,celebdf,0.9997084,8,CelebDF
id2_id20_0009,1,celebdf,0.6910216,6,CelebDF
id2_id21_0000,1,celebdf,0.87090576,8,CelebDF
id2_id21_0001,1,celebdf,0.87446475,8,CelebDF
id2_id21_0002,1,celebdf,0.9457824,8,CelebDF
id2_id21_0003,1,celebdf,0.26907307,7,CelebDF
id2_id21_0005,1,celebdf,0.952907,8,CelebDF
id2_id21_0006,1,celebdf,0.8251943,7,CelebDF
id2_id21_0007,1,celebdf,0.8751195,8,CelebDF
id2_id21_0008,1,celebdf,0.9996217,8,CelebDF
id2_id21_0009,1,celebdf,0.683871,6,CelebDF
id2_id23_0000,1,celebdf,0.8741135,8,CelebDF
id2_id23_0001,1,celebdf,0.86898524,8,CelebDF
id2_id23_0002,1,celebdf,0.99710184,8,CelebDF
id2_id23_0003,1,celebdf,0.74219483,7,CelebDF
id2_id23_0004,1,celebdf,0.3732934,8,CelebDF
id2_id23_0005,1,celebdf,0.74839085,8,CelebDF
id2_id23_0006,1,celebdf,0.8322802,7,CelebDF
id2_id23_0008,1,celebdf,0.99916726,8,CelebDF
id2_id23_0009,1,celebdf,0.68402344,6,CelebDF
id2_id26_0000,1,celebdf,0.8724847,8,CelebDF
id2_id26_0001,1,celebdf,0.9304716,8,CelebDF
id2_id26_0003,1,celebdf,0.598776,8,CelebDF
id2_id26_0004,1,celebdf,0.34004337,8,CelebDF
id2_id26_0005,1,celebdf,0.9935962,8,CelebDF
id2_id26_0006,1,celebdf,0.83384216,7,CelebDF
id2_id26_0007,1,celebdf,0.8791112,8,CelebDF
id2_id26_0008,1,celebdf,0.9246914,8,CelebDF
id2_id26_0009,1,celebdf,0.82983655,6,CelebDF
id2_id28_0000,1,celebdf,0.87396073,8,CelebDF
id2_id28_0001,1,celebdf,0.98950183,8,CelebDF
id2_id28_0002,1,celebdf,0.9177275,8,CelebDF
id2_id28_0003,1,celebdf,0.6660544,7,CelebDF
id2_id28_0004,1,celebdf,0.278239,8,CelebDF
id2_id28_0005,1,celebdf,0.81008583,8,CelebDF
id2_id28_0006,1,celebdf,0.8478154,7,CelebDF
id2_id28_0007,1,celebdf,0.8754096,8,CelebDF
id2_id28_0008,1,celebdf,0.9998806,8,CelebDF
id2_id28_0009,1,celebdf,0.73928714,6,CelebDF
id2_id30_0000,1,celebdf,0.87354857,8,CelebDF
id2_id30_0001,1,celebdf,0.82014245,8,CelebDF
id2_id30_0002,1,celebdf,0.881117,8,CelebDF
id2_id30_0003,1,celebdf,0.73344773,7,CelebDF
id2_id30_0004,1,celebdf,0.5070083,8,CelebDF
id2_id30_0005,1,celebdf,0.95060515,8,CelebDF
id2_id30_0006,1,celebdf,0.8561416,7,CelebDF
id2_id30_0007,1,celebdf,0.8875319,8,CelebDF
id2_id30_0008,1,celebdf,0.99313307,8,CelebDF
id2_id30_0009,1,celebdf,0.78049487,6,CelebDF
id2_id31_0002,1,celebdf,0.99682754,8,CelebDF
id2_id31_0003,1,celebdf,0.78678364,7,CelebDF
id2_id31_0006,1,celebdf,0.87831813,7,CelebDF
id2_id31_0007,1,celebdf,0.87661546,8,CelebDF
id2_id31_0008,1,celebdf,0.9997907,8,CelebDF
id2_id35_0000,1,celebdf,0.85868293,8,CelebDF
id2_id35_0001,1,celebdf,0.8513746,8,CelebDF
id2_id35_0002,1,celebdf,0.8781007,8,CelebDF
id2_id35_0003,1,celebdf,0.68456036,8,CelebDF
id2_id35_0004,1,celebdf,0.4232471,8,CelebDF
id2_id35_0005,1,celebdf,0.93749464,8,CelebDF
id2_id35_0006,1,celebdf,0.85957044,7,CelebDF
id2_id35_0007,1,celebdf,0.87810826,8,CelebDF
id2_id35_0008,1,celebdf,0.9999848,8,CelebDF
id2_id35_0009,1,celebdf,0.6941047,6,CelebDF
id2_id37_0000,1,celebdf,0.8739637,8,CelebDF
id2_id37_0001,1,celebdf,0.87724316,8,CelebDF
id2_id37_0002,1,celebdf,0.9911731,8,CelebDF
id2_id37_0003,1,celebdf,0.81714135,7,CelebDF
id2_id37_0005,1,celebdf,0.886549,8,CelebDF
id2_id37_0006,1,celebdf,0.96032864,7,CelebDF
id2_id37_0007,1,celebdf,0.87789965,8,CelebDF
id2_id37_0008,1,celebdf,0.99948984,8,CelebDF
id2_id37_0009,1,celebdf,0.8115364,6,CelebDF
id2_id3_0000,1,celebdf,0.41519007,8,CelebDF
id2_id3_0001,1,celebdf,0.8622243,8,CelebDF
id2_id3_0002,1,celebdf,0.49433613,8,CelebDF
id2_id3_0003,1,celebdf,0.33722958,7,CelebDF
id2_id3_0004,1,celebdf,0.3400175,8,CelebDF
id2_id3_0005,1,celebdf,0.16563344,8,CelebDF
id2_id3_0006,1,celebdf,0.40589443,7,CelebDF
id2_id3_0007,1,celebdf,0.8411496,8,CelebDF
id2_id3_0008,1,celebdf,0.86440516,8,CelebDF
id2_id3_0009,1,celebdf,0.0572184,6,CelebDF
id2_id4_0000,1,celebdf,0.8775396,8,CelebDF
id2_id4_0001,1,celebdf,0.8657535,8,CelebDF
id2_id4_0002,1,celebdf,0.7487067,8,CelebDF
id2_id4_0003,1,celebdf,0.3270049,7,CelebDF
id2_id4_0006,1,celebdf,0.6716918,7,CelebDF
id2_id4_0007,1,celebdf,0.94117296,8,CelebDF
id2_id4_0008,1,celebdf,0.8840203,8,CelebDF
id2_id4_0009,1,celebdf,0.45571113,6,CelebDF
id2_id6_0001,1,celebdf,0.80350226,8,CelebDF
id2_id6_0002,1,celebdf,0.86947423,8,CelebDF
id2_id6_0003,1,celebdf,0.71222484,7,CelebDF
id2_id6_0004,1,celebdf,0.21609893,8,CelebDF
id2_id6_0005,1,celebdf,0.22456823,8,CelebDF
id2_id6_0006,1,celebdf,0.5100929,7,CelebDF
id2_id6_0007,1,celebdf,0.87229425,8,CelebDF
id2_id6_0008,1,celebdf,0.87326384,8,CelebDF
id2_id6_0009,1,celebdf,0.46181265,6,CelebDF
id2_id9_0000,1,celebdf,0.86489606,8,CelebDF
id2_id9_0001,1,celebdf,0.8195801,8,CelebDF
