video,dataset,manipulation,compression,true_label,pred_prob,model,split,seed
418,FFpp,face2face,c23,0,0.519443,PRISM_50D_LOMO,test,42
425,FFpp,face2face,c23,0,0.658432,PRISM_50D_LOMO,test,42
429,FFpp,face2face,c23,0,0.478332,PRISM_50D_LOMO,test,42
422,FFpp,face2face,c23,0,0.635218,PRISM_50D_LOMO,test,42
445,FFpp,face2face,c23,0,0.770805,PRISM_50D_LOMO,test,42
452,FFpp,face2face,c23,0,0.252545,PRISM_50D_LOMO,test,42
454,FFpp,face2face,c23,0,0.474254,PRISM_50D_LOMO,test,42
462,FFpp,face2face,c23,0,0.710689,PRISM_50D_LOMO,test,42
467,FFpp,face2face,c23,0,0.26236,PRISM_50D_LOMO,test,42
485,FFpp,face2face,c23,0,0.102109,PRISM_50D_LOMO,test,42
480,FFpp,face2face,c23,0,0.6908,PRISM_50D_LOMO,test,42
488,FFpp,face2face,c23,0,0.740241,PRISM_50D_LOMO,test,42
494,FFpp,face2face,c23,0,0.175246,PRISM_50D_LOMO,test,42
479,FFpp,face2face,c23,0,0.34226,PRISM_50D_LOMO,test,42
517,FFpp,face2face,c23,0,0.337653,PRISM_50D_LOMO,test,42
521,FFpp,face2face,c23,0,0.087912,PRISM_50D_LOMO,test,42
507,FFpp,face2face,c23,0,0.216082,PRISM_50D_LOMO,test,42
527,FFpp,face2face,c23,0,0.946826,PRISM_50D_LOMO,test,42
550,FFpp,face2face,c23,0,0.879445,PRISM_50D_LOMO,test,42
529,FFpp,face2face,c23,0,0.521907,PRISM_50D_LOMO,test,42
552,FFpp,face2face,c23,0,0.880013,PRISM_50D_LOMO,test,42
579,FFpp,face2face,c23,0,0.106802,PRISM_50D_LOMO,test,42
608,FFpp,face2face,c23,0,0.127202,PRISM_50D_LOMO,test,42
623,FFpp,face2face,c23,0,0.846387,PRISM_50D_LOMO,test,42
625,FFpp,face2face,c23,0,0.214159,PRISM_50D_LOMO,test,42
607,FFpp,face2face,c23,0,0.859562,PRISM_50D_LOMO,test,42
630,FFpp,face2face,c23,0,0.302827,PRISM_50D_LOMO,test,42
633,FFpp,face2face,c23,0,0.507878,PRISM_50D_LOMO,test,42
634,FFpp,face2face,c23,0,0.9072,PRISM_50D_LOMO,test,42
650,FFpp,face2face,c23,0,0.354289,PRISM_50D_LOMO,test,42
669,FFpp,face2face,c23,0,0.926587,PRISM_50D_LOMO,test,42
670,FFpp,face2face,c23,0,0.644387,PRISM_50D_LOMO,test,42
661,FFpp,face2face,c23,0,0.428177,PRISM_50D_LOMO,test,42
660,FFpp,face2face,c23,0,0.158,PRISM_50D_LOMO,test,42
675,FFpp,face2face,c23,0,0.94917,PRISM_50D_LOMO,test,42
682,FFpp,face2face,c23,0,0.090844,PRISM_50D_LOMO,test,42
691,FFpp,face2face,c23,0,0.51776,PRISM_50D_LOMO,test,42
683,FFpp,face2face,c23,0,0.075531,PRISM_50D_LOMO,test,42
705,FFpp,face2face,c23,0,0.451517,PRISM_50D_LOMO,test,42
707,FFpp,face2face,c23,0,0.05245,PRISM_50D_LOMO,test,42
695,FFpp,face2face,c23,0,0.382147,PRISM_50D_LOMO,test,42
714,FFpp,face2face,c23,0,0.086686,PRISM_50D_LOMO,test,42
701,FFpp,face2face,c23,0,0.736881,PRISM_50D_LOMO,test,42
706,FFpp,face2face,c23,0,0.056404,PRISM_50D_LOMO,test,42
731,FFpp,face2face,c23,0,0.111102,PRISM_50D_LOMO,test,42
725,FFpp,face2face,c23,0,0.973979,PRISM_50D_LOMO,test,42
732,FFpp,face2face,c23,0,0.814722,PRISM_50D_LOMO,test,42
741,FFpp,face2face,c23,0,0.33078,PRISM_50D_LOMO,test,42
739,FFpp,face2face,c23,0,0.773582,PRISM_50D_LOMO,test,42
724,FFpp,face2face,c23,0,0.945077,PRISM_50D_LOMO,test,42
755,FFpp,face2face,c23,0,0.17605,PRISM_50D_LOMO,test,42
801,FFpp,face2face,c23,0,0.574983,PRISM_50D_LOMO,test,42
812,FFpp,face2face,c23,0,0.232385,PRISM_50D_LOMO,test,42
821,FFpp,face2face,c23,0,0.657341,PRISM_50D_LOMO,test,42
842,FFpp,face2face,c23,0,0.105898,PRISM_50D_LOMO,test,42
855,FFpp,face2face,c23,0,0.364579,PRISM_50D_LOMO,test,42
847,FFpp,face2face,c23,0,0.389199,PRISM_50D_LOMO,test,42
851,FFpp,face2face,c23,0,0.020851,PRISM_50D_LOMO,test,42
868,FFpp,face2face,c23,0,0.396664,PRISM_50D_LOMO,test,42
865,FFpp,face2face,c23,0,0.742749,PRISM_50D_LOMO,test,42
896,FFpp,face2face,c23,0,0.203507,PRISM_50D_LOMO,test,42
917,FFpp,face2face,c23,0,0.082367,PRISM_50D_LOMO,test,42
919,FFpp,face2face,c23,0,0.567442,PRISM_50D_LOMO,test,42
906,FFpp,face2face,c23,0,0.275989,PRISM_50D_LOMO,test,42
924,FFpp,face2face,c23,0,0.03604,PRISM_50D_LOMO,test,42
932,FFpp,face2face,c23,0,0.067228,PRISM_50D_LOMO,test,42
949,FFpp,face2face,c23,0,0.191135,PRISM_50D_LOMO,test,42
945,FFpp,face2face,c23,0,0.949123,PRISM_50D_LOMO,test,42
955,FFpp,face2face,c23,0,0.970283,PRISM_50D_LOMO,test,42
953,FFpp,face2face,c23,0,0.64536,PRISM_50D_LOMO,test,42
970,FFpp,face2face,c23,0,0.381164,PRISM_50D_LOMO,test,42
973,FFpp,face2face,c23,0,0.351201,PRISM_50D_LOMO,test,42
974,FFpp,face2face,c23,0,0.429892,PRISM_50D_LOMO,test,42
995,FFpp,face2face,c23,0,0.573601,PRISM_50D_LOMO,test,42
003_000,FFpp,face2face,c23,1,0.188473,PRISM_50D_LOMO,test,42
000_003,FFpp,face2face,c23,1,0.368225,PRISM_50D_LOMO,test,42
012_026,FFpp,face2face,c23,1,0.754023,PRISM_50D_LOMO,test,42
015_919,FFpp,face2face,c23,1,0.779208,PRISM_50D_LOMO,test,42
024_073,FFpp,face2face,c23,1,0.8535,PRISM_50D_LOMO,test,42
026_012,FFpp,face2face,c23,1,0.340643,PRISM_50D_LOMO,test,42
029_048,FFpp,face2face,c23,1,0.920056,PRISM_50D_LOMO,test,42
036_035,FFpp,face2face,c23,1,0.937183,PRISM_50D_LOMO,test,42
035_036,FFpp,face2face,c23,1,0.413475,PRISM_50D_LOMO,test,42
048_029,FFpp,face2face,c23,1,0.598266,PRISM_50D_LOMO,test,42
047_862,FFpp,face2face,c23,1,0.808483,PRISM_50D_LOMO,test,42
044_945,FFpp,face2face,c23,1,0.374807,PRISM_50D_LOMO,test,42
073_024,FFpp,face2face,c23,1,0.903761,PRISM_50D_LOMO,test,42
078_955,FFpp,face2face,c23,1,0.609169,PRISM_50D_LOMO,test,42
102_114,FFpp,face2face,c23,1,0.820802,PRISM_50D_LOMO,test,42
114_102,FFpp,face2face,c23,1,0.701089,PRISM_50D_LOMO,test,42
128_896,FFpp,face2face,c23,1,0.330865,PRISM_50D_LOMO,test,42
138_142,FFpp,face2face,c23,1,0.044259,PRISM_50D_LOMO,test,42
142_138,FFpp,face2face,c23,1,0.779722,PRISM_50D_LOMO,test,42
141_161,FFpp,face2face,c23,1,0.271845,PRISM_50D_LOMO,test,42
135_880,FFpp,face2face,c23,1,0.619057,PRISM_50D_LOMO,test,42
158_379,FFpp,face2face,c23,1,0.765807,PRISM_50D_LOMO,test,42
161_141,FFpp,face2face,c23,1,0.681617,PRISM_50D_LOMO,test,42
154_386,FFpp,face2face,c23,1,0.824721,PRISM_50D_LOMO,test,42
169_227,FFpp,face2face,c23,1,0.875784,PRISM_50D_LOMO,test,42
170_186,FFpp,face2face,c23,1,0.988116,PRISM_50D_LOMO,test,42
176_190,FFpp,face2face,c23,1,0.086368,PRISM_50D_LOMO,test,42
186_170,FFpp,face2face,c23,1,0.189507,PRISM_50D_LOMO,test,42
190_176,FFpp,face2face,c23,1,0.763593,PRISM_50D_LOMO,test,42
214_255,FFpp,face2face,c23,1,0.735852,PRISM_50D_LOMO,test,42
220_219,FFpp,face2face,c23,1,0.973252,PRISM_50D_LOMO,test,42
219_220,FFpp,face2face,c23,1,0.568785,PRISM_50D_LOMO,test,42
227_169,FFpp,face2face,c23,1,0.060334,PRISM_50D_LOMO,test,42
249_280,FFpp,face2face,c23,1,0.389164,PRISM_50D_LOMO,test,42
257_420,FFpp,face2face,c23,1,0.191059,PRISM_50D_LOMO,test,42
255_214,FFpp,face2face,c23,1,0.269972,PRISM_50D_LOMO,test,42
278_306,FFpp,face2face,c23,1,0.510083,PRISM_50D_LOMO,test,42
280_249,FFpp,face2face,c23,1,0.949799,PRISM_50D_LOMO,test,42
288_321,FFpp,face2face,c23,1,0.607722,PRISM_50D_LOMO,test,42
306_278,FFpp,face2face,c23,1,0.501167,PRISM_50D_LOMO,test,42
308_388,FFpp,face2face,c23,1,0.794617,PRISM_50D_LOMO,test,42
319_352,FFpp,face2face,c23,1,0.489993,PRISM_50D_LOMO,test,42
321_288,FFpp,face2face,c23,1,0.952763,PRISM_50D_LOMO,test,42
314_347,FFpp,face2face,c23,1,0.906206,PRISM_50D_LOMO,test,42
347_314,FFpp,face2face,c23,1,0.767442,PRISM_50D_LOMO,test,42
352_319,FFpp,face2face,c23,1,0.844374,PRISM_50D_LOMO,test,42
358_380,FFpp,face2face,c23,1,0.936108,PRISM_50D_LOMO,test,42
367_371,FFpp,face2face,c23,1,0.326852,PRISM_50D_LOMO,test,42
371_367,FFpp,face2face,c23,1,0.695314,PRISM_50D_LOMO,test,42
379_158,FFpp,face2face,c23,1,0.510136,PRISM_50D_LOMO,test,42
380_358,FFpp,face2face,c23,1,0.919909,PRISM_50D_LOMO,test,42
381_376,FFpp,face2face,c23,1,0.862044,PRISM_50D_LOMO,test,42
388_308,FFpp,face2face,c23,1,0.716265,PRISM_50D_LOMO,test,42
399_488,FFpp,face2face,c23,1,0.940638,PRISM_50D_LOMO,test,42
384_932,FFpp,face2face,c23,1,0.711724,PRISM_50D_LOMO,test,42
386_154,FFpp,face2face,c23,1,0.578054,PRISM_50D_LOMO,test,42
389_480,FFpp,face2face,c23,1,0.30021,PRISM_50D_LOMO,test,42
404_429,FFpp,face2face,c23,1,0.782648,PRISM_50D_LOMO,test,42
420_257,FFpp,face2face,c23,1,0.828943,PRISM_50D_LOMO,test,42
421_423,FFpp,face2face,c23,1,0.424569,PRISM_50D_LOMO,test,42
423_421,FFpp,face2face,c23,1,0.938864,PRISM_50D_LOMO,test,42
418_507,FFpp,face2face,c23,1,0.423907,PRISM_50D_LOMO,test,42
425_485,FFpp,face2face,c23,1,0.500937,PRISM_50D_LOMO,test,42
429_404,FFpp,face2face,c23,1,0.35858,PRISM_50D_LOMO,test,42
422_695,FFpp,face2face,c23,1,0.924728,PRISM_50D_LOMO,test,42
452_550,FFpp,face2face,c23,1,0.764375,PRISM_50D_LOMO,test,42
445_494,FFpp,face2face,c23,1,0.86199,PRISM_50D_LOMO,test,42
454_527,FFpp,face2face,c23,1,0.834974,PRISM_50D_LOMO,test,42
462_467,FFpp,face2face,c23,1,0.811184,PRISM_50D_LOMO,test,42
467_462,FFpp,face2face,c23,1,0.675919,PRISM_50D_LOMO,test,42
485_425,FFpp,face2face,c23,1,0.667323,PRISM_50D_LOMO,test,42
488_399,FFpp,face2face,c23,1,0.877326,PRISM_50D_LOMO,test,42
480_389,FFpp,face2face,c23,1,0.915064,PRISM_50D_LOMO,test,42
494_445,FFpp,face2face,c23,1,0.148861,PRISM_50D_LOMO,test,42
479_706,FFpp,face2face,c23,1,0.803383,PRISM_50D_LOMO,test,42
517_521,FFpp,face2face,c23,1,0.620326,PRISM_50D_LOMO,test,42
521_517,FFpp,face2face,c23,1,0.151085,PRISM_50D_LOMO,test,42
527_454,FFpp,face2face,c23,1,0.967779,PRISM_50D_LOMO,test,42
507_418,FFpp,face2face,c23,1,0.284961,PRISM_50D_LOMO,test,42
550_452,FFpp,face2face,c23,1,0.838408,PRISM_50D_LOMO,test,42
529_633,FFpp,face2face,c23,1,0.815449,PRISM_50D_LOMO,test,42
552_851,FFpp,face2face,c23,1,0.882415,PRISM_50D_LOMO,test,42
579_701,FFpp,face2face,c23,1,0.443652,PRISM_50D_LOMO,test,42
608_675,FFpp,face2face,c23,1,0.281313,PRISM_50D_LOMO,test,42
623_630,FFpp,face2face,c23,1,0.898869,PRISM_50D_LOMO,test,42
625_650,FFpp,face2face,c23,1,0.179213,PRISM_50D_LOMO,test,42
607_683,FFpp,face2face,c23,1,0.914406,PRISM_50D_LOMO,test,42
630_623,FFpp,face2face,c23,1,0.811116,PRISM_50D_LOMO,test,42
633_529,FFpp,face2face,c23,1,0.642477,PRISM_50D_LOMO,test,42
634_660,FFpp,face2face,c23,1,0.963657,PRISM_50D_LOMO,test,42
650_625,FFpp,face2face,c23,1,0.531276,PRISM_50D_LOMO,test,42
669_682,FFpp,face2face,c23,1,0.550732,PRISM_50D_LOMO,test,42
670_661,FFpp,face2face,c23,1,0.753067,PRISM_50D_LOMO,test,42
660_634,FFpp,face2face,c23,1,0.702079,PRISM_50D_LOMO,test,42
661_670,FFpp,face2face,c23,1,0.946462,PRISM_50D_LOMO,test,42
675_608,FFpp,face2face,c23,1,0.95736,PRISM_50D_LOMO,test,42
682_669,FFpp,face2face,c23,1,0.845656,PRISM_50D_LOMO,test,42
691_732,FFpp,face2face,c23,1,0.67434,PRISM_50D_LOMO,test,42
705_707,FFpp,face2face,c23,1,0.922306,PRISM_50D_LOMO,test,42
683_607,FFpp,face2face,c23,1,0.597116,PRISM_50D_LOMO,test,42
707_705,FFpp,face2face,c23,1,0.552631,PRISM_50D_LOMO,test,42
695_422,FFpp,face2face,c23,1,0.864361,PRISM_50D_LOMO,test,42
714_842,FFpp,face2face,c23,1,0.542103,PRISM_50D_LOMO,test,42
701_579,FFpp,face2face,c23,1,0.955915,PRISM_50D_LOMO,test,42
706_479,FFpp,face2face,c23,1,0.05513,PRISM_50D_LOMO,test,42
725_724,FFpp,face2face,c23,1,0.972386,PRISM_50D_LOMO,test,42
731_741,FFpp,face2face,c23,1,0.621437,PRISM_50D_LOMO,test,42
732_691,FFpp,face2face,c23,1,0.886098,PRISM_50D_LOMO,test,42
741_731,FFpp,face2face,c23,1,0.932014,PRISM_50D_LOMO,test,42
739_865,FFpp,face2face,c23,1,0.963312,PRISM_50D_LOMO,test,42
724_725,FFpp,face2face,c23,1,0.938064,PRISM_50D_LOMO,test,42
755_759,FFpp,face2face,c23,1,0.420563,PRISM_50D_LOMO,test,42
801_855,FFpp,face2face,c23,1,0.671262,PRISM_50D_LOMO,test,42
812_821,FFpp,face2face,c23,1,0.372956,PRISM_50D_LOMO,test,42
821_812,FFpp,face2face,c23,1,0.847662,PRISM_50D_LOMO,test,42
842_714,FFpp,face2face,c23,1,0.459235,PRISM_50D_LOMO,test,42
855_801,FFpp,face2face,c23,1,0.49543,PRISM_50D_LOMO,test,42
847_906,FFpp,face2face,c23,1,0.781362,PRISM_50D_LOMO,test,42
851_552,FFpp,face2face,c23,1,0.664616,PRISM_50D_LOMO,test,42
868_949,FFpp,face2face,c23,1,0.645468,PRISM_50D_LOMO,test,42
865_739,FFpp,face2face,c23,1,0.326268,PRISM_50D_LOMO,test,42
896_128,FFpp,face2face,c23,1,0.417562,PRISM_50D_LOMO,test,42
917_924,FFpp,face2face,c23,1,0.06743,PRISM_50D_LOMO,test,42
919_015,FFpp,face2face,c23,1,0.65541,PRISM_50D_LOMO,test,42
924_917,FFpp,face2face,c23,1,0.636497,PRISM_50D_LOMO,test,42
906_847,FFpp,face2face,c23,1,0.290838,PRISM_50D_LOMO,test,42
932_384,FFpp,face2face,c23,1,0.210831,PRISM_50D_LOMO,test,42
949_868,FFpp,face2face,c23,1,0.76109,PRISM_50D_LOMO,test,42
945_044,FFpp,face2face,c23,1,0.875189,PRISM_50D_LOMO,test,42
955_078,FFpp,face2face,c23,1,0.896826,PRISM_50D_LOMO,test,42
970_973,FFpp,face2face,c23,1,0.495068,PRISM_50D_LOMO,test,42
973_970,FFpp,face2face,c23,1,0.756577,PRISM_50D_LOMO,test,42
974_953,FFpp,face2face,c23,1,0.793741,PRISM_50D_LOMO,test,42
995_233,FFpp,face2face,c23,1,0.93086,PRISM_50D_LOMO,test,42
000,FFpp,faceswap,c23,0,0.155287,PRISM_50D_LOMO,test,42
003,FFpp,faceswap,c23,0,0.1123,PRISM_50D_LOMO,test,42
012,FFpp,faceswap,c23,0,0.560762,PRISM_50D_LOMO,test,42
015,FFpp,faceswap,c23,0,0.548575,PRISM_50D_LOMO,test,42
024,FFpp,faceswap,c23,0,0.825546,PRISM_50D_LOMO,test,42
026,FFpp,faceswap,c23,0,0.265197,PRISM_50D_LOMO,test,42
029,FFpp,faceswap,c23,0,0.977965,PRISM_50D_LOMO,test,42
035,FFpp,faceswap,c23,0,0.733932,PRISM_50D_LOMO,test,42
036,FFpp,faceswap,c23,0,0.528789,PRISM_50D_LOMO,test,42
048,FFpp,faceswap,c23,0,0.176272,PRISM_50D_LOMO,test,42
047,FFpp,faceswap,c23,0,0.70108,PRISM_50D_LOMO,test,42
044,FFpp,faceswap,c23,0,0.078039,PRISM_50D_LOMO,test,42
073,FFpp,faceswap,c23,0,0.677432,PRISM_50D_LOMO,test,42
078,FFpp,faceswap,c23,0,0.230443,PRISM_50D_LOMO,test,42
102,FFpp,faceswap,c23,0,0.194407,PRISM_50D_LOMO,test,42
114,FFpp,faceswap,c23,0,0.295069,PRISM_50D_LOMO,test,42
128,FFpp,faceswap,c23,0,0.468282,PRISM_50D_LOMO,test,42
138,FFpp,faceswap,c23,0,0.126132,PRISM_50D_LOMO,test,42
135,FFpp,faceswap,c23,0,0.539179,PRISM_50D_LOMO,test,42
142,FFpp,faceswap,c23,0,0.062475,PRISM_50D_LOMO,test,42
141,FFpp,faceswap,c23,0,0.526246,PRISM_50D_LOMO,test,42
161,FFpp,faceswap,c23,0,0.500202,PRISM_50D_LOMO,test,42
154,FFpp,faceswap,c23,0,0.560185,PRISM_50D_LOMO,test,42
169,FFpp,faceswap,c23,0,0.369972,PRISM_50D_LOMO,test,42
170,FFpp,faceswap,c23,0,0.060735,PRISM_50D_LOMO,test,42
176,FFpp,faceswap,c23,0,0.03687,PRISM_50D_LOMO,test,42
186,FFpp,faceswap,c23,0,0.140926,PRISM_50D_LOMO,test,42
190,FFpp,faceswap,c23,0,0.797818,PRISM_50D_LOMO,test,42
214,FFpp,faceswap,c23,0,0.180757,PRISM_50D_LOMO,test,42
220,FFpp,faceswap,c23,0,0.832549,PRISM_50D_LOMO,test,42
219,FFpp,faceswap,c23,0,0.59604,PRISM_50D_LOMO,test,42
227,FFpp,faceswap,c23,0,0.024542,PRISM_50D_LOMO,test,42
249,FFpp,faceswap,c23,0,0.172005,PRISM_50D_LOMO,test,42
257,FFpp,faceswap,c23,0,0.673493,PRISM_50D_LOMO,test,42
255,FFpp,faceswap,c23,0,0.154199,PRISM_50D_LOMO,test,42
278,FFpp,faceswap,c23,0,0.304935,PRISM_50D_LOMO,test,42
280,FFpp,faceswap,c23,0,0.808534,PRISM_50D_LOMO,test,42
288,FFpp,faceswap,c23,0,0.407035,PRISM_50D_LOMO,test,42
306,FFpp,faceswap,c23,0,0.595921,PRISM_50D_LOMO,test,42
308,FFpp,faceswap,c23,0,0.831842,PRISM_50D_LOMO,test,42
314,FFpp,faceswap,c23,0,0.876531,PRISM_50D_LOMO,test,42
321,FFpp,faceswap,c23,0,0.695536,PRISM_50D_LOMO,test,42
319,FFpp,faceswap,c23,0,0.836234,PRISM_50D_LOMO,test,42
347,FFpp,faceswap,c23,0,0.437304,PRISM_50D_LOMO,test,42
352,FFpp,faceswap,c23,0,0.437003,PRISM_50D_LOMO,test,42
358,FFpp,faceswap,c23,0,0.451621,PRISM_50D_LOMO,test,42
367,FFpp,faceswap,c23,0,0.075242,PRISM_50D_LOMO,test,42
371,FFpp,faceswap,c23,0,0.671628,PRISM_50D_LOMO,test,42
379,FFpp,faceswap,c23,0,0.703792,PRISM_50D_LOMO,test,42
380,FFpp,faceswap,c23,0,0.812175,PRISM_50D_LOMO,test,42
381,FFpp,faceswap,c23,0,0.117888,PRISM_50D_LOMO,test,42
388,FFpp,faceswap,c23,0,0.806482,PRISM_50D_LOMO,test,42
384,FFpp,faceswap,c23,0,0.70014,PRISM_50D_LOMO,test,42
386,FFpp,faceswap,c23,0,0.246038,PRISM_50D_LOMO,test,42
389,FFpp,faceswap,c23,0,0.120719,PRISM_50D_LOMO,test,42
399,FFpp,faceswap,c23,0,0.128834,PRISM_50D_LOMO,test,42
404,FFpp,faceswap,c23,0,0.287565,PRISM_50D_LOMO,test,42
420,FFpp,faceswap,c23,0,0.304557,PRISM_50D_LOMO,test,42
421,FFpp,faceswap,c23,0,0.370804,PRISM_50D_LOMO,test,42
423,FFpp,faceswap,c23,0,0.271228,PRISM_50D_LOMO,test,42
418,FFpp,faceswap,c23,0,0.324602,PRISM_50D_LOMO,test,42
425,FFpp,faceswap,c23,0,0.400182,PRISM_50D_LOMO,test,42
429,FFpp,faceswap,c23,0,0.296411,PRISM_50D_LOMO,test,42
422,FFpp,faceswap,c23,0,0.472739,PRISM_50D_LOMO,test,42
445,FFpp,faceswap,c23,0,0.338582,PRISM_50D_LOMO,test,42
452,FFpp,faceswap,c23,0,0.309306,PRISM_50D_LOMO,test,42
454,FFpp,faceswap,c23,0,0.192789,PRISM_50D_LOMO,test,42
462,FFpp,faceswap,c23,0,0.331547,PRISM_50D_LOMO,test,42
467,FFpp,faceswap,c23,0,0.417381,PRISM_50D_LOMO,test,42
485,FFpp,faceswap,c23,0,0.082272,PRISM_50D_LOMO,test,42
480,FFpp,faceswap,c23,0,0.312844,PRISM_50D_LOMO,test,42
488,FFpp,faceswap,c23,0,0.712034,PRISM_50D_LOMO,test,42
494,FFpp,faceswap,c23,0,0.210707,PRISM_50D_LOMO,test,42
479,FFpp,faceswap,c23,0,0.130514,PRISM_50D_LOMO,test,42
517,FFpp,faceswap,c23,0,0.592125,PRISM_50D_LOMO,test,42
521,FFpp,faceswap,c23,0,0.078735,PRISM_50D_LOMO,test,42
507,FFpp,faceswap,c23,0,0.175352,PRISM_50D_LOMO,test,42
527,FFpp,faceswap,c23,0,0.965425,PRISM_50D_LOMO,test,42
550,FFpp,faceswap,c23,0,0.944842,PRISM_50D_LOMO,test,42
529,FFpp,faceswap,c23,0,0.189469,PRISM_50D_LOMO,test,42
552,FFpp,faceswap,c23,0,0.641329,PRISM_50D_LOMO,test,42
579,FFpp,faceswap,c23,0,0.41421,PRISM_50D_LOMO,test,42
608,FFpp,faceswap,c23,0,0.192331,PRISM_50D_LOMO,test,42
623,FFpp,faceswap,c23,0,0.218936,PRISM_50D_LOMO,test,42
625,FFpp,faceswap,c23,0,0.243056,PRISM_50D_LOMO,test,42
607,FFpp,faceswap,c23,0,0.727683,PRISM_50D_LOMO,test,42
630,FFpp,faceswap,c23,0,0.173145,PRISM_50D_LOMO,test,42
633,FFpp,faceswap,c23,0,0.71864,PRISM_50D_LOMO,test,42
634,FFpp,faceswap,c23,0,0.53762,PRISM_50D_LOMO,test,42
650,FFpp,faceswap,c23,0,0.457297,PRISM_50D_LOMO,test,42
669,FFpp,faceswap,c23,0,0.85295,PRISM_50D_LOMO,test,42
670,FFpp,faceswap,c23,0,0.784951,PRISM_50D_LOMO,test,42
661,FFpp,faceswap,c23,0,0.361715,PRISM_50D_LOMO,test,42
660,FFpp,faceswap,c23,0,0.394178,PRISM_50D_LOMO,test,42
675,FFpp,faceswap,c23,0,0.587423,PRISM_50D_LOMO,test,42
682,FFpp,faceswap,c23,0,0.363066,PRISM_50D_LOMO,test,42
691,FFpp,faceswap,c23,0,0.441147,PRISM_50D_LOMO,test,42
683,FFpp,faceswap,c23,0,0.04678,PRISM_50D_LOMO,test,42
705,FFpp,faceswap,c23,0,0.776812,PRISM_50D_LOMO,test,42
707,FFpp,faceswap,c23,0,0.112823,PRISM_50D_LOMO,test,42
695,FFpp,faceswap,c23,0,0.303468,PRISM_50D_LOMO,test,42
714,FFpp,faceswap,c23,0,0.099414,PRISM_50D_LOMO,test,42
701,FFpp,faceswap,c23,0,0.702423,PRISM_50D_LOMO,test,42
706,FFpp,faceswap,c23,0,0.118001,PRISM_50D_LOMO,test,42
731,FFpp,faceswap,c23,0,0.161878,PRISM_50D_LOMO,test,42
725,FFpp,faceswap,c23,0,0.971114,PRISM_50D_LOMO,test,42
732,FFpp,faceswap,c23,0,0.803979,PRISM_50D_LOMO,test,42
741,FFpp,faceswap,c23,0,0.394801,PRISM_50D_LOMO,test,42
739,FFpp,faceswap,c23,0,0.810795,PRISM_50D_LOMO,test,42
724,FFpp,faceswap,c23,0,0.708961,PRISM_50D_LOMO,test,42
755,FFpp,faceswap,c23,0,0.45708,PRISM_50D_LOMO,test,42
801,FFpp,faceswap,c23,0,0.729944,PRISM_50D_LOMO,test,42
812,FFpp,faceswap,c23,0,0.411589,PRISM_50D_LOMO,test,42
821,FFpp,faceswap,c23,0,0.915166,PRISM_50D_LOMO,test,42
842,FFpp,faceswap,c23,0,0.218404,PRISM_50D_LOMO,test,42
855,FFpp,faceswap,c23,0,0.310357,PRISM_50D_LOMO,test,42
847,FFpp,faceswap,c23,0,0.613227,PRISM_50D_LOMO,test,42
851,FFpp,faceswap,c23,0,0.046369,PRISM_50D_LOMO,test,42
868,FFpp,faceswap,c23,0,0.61482,PRISM_50D_LOMO,test,42
865,FFpp,faceswap,c23,0,0.928387,PRISM_50D_LOMO,test,42
896,FFpp,faceswap,c23,0,0.251596,PRISM_50D_LOMO,test,42
917,FFpp,faceswap,c23,0,0.12883,PRISM_50D_LOMO,test,42
919,FFpp,faceswap,c23,0,0.463229,PRISM_50D_LOMO,test,42
906,FFpp,faceswap,c23,0,0.142125,PRISM_50D_LOMO,test,42
924,FFpp,faceswap,c23,0,0.126559,PRISM_50D_LOMO,test,42
932,FFpp,faceswap,c23,0,0.170885,PRISM_50D_LOMO,test,42
949,FFpp,faceswap,c23,0,0.516076,PRISM_50D_LOMO,test,42
945,FFpp,faceswap,c23,0,0.969352,PRISM_50D_LOMO,test,42
955,FFpp,faceswap,c23,0,0.766175,PRISM_50D_LOMO,test,42
953,FFpp,faceswap,c23,0,0.321394,PRISM_50D_LOMO,test,42
970,FFpp,faceswap,c23,0,0.448559,PRISM_50D_LOMO,test,42
973,FFpp,faceswap,c23,0,0.714953,PRISM_50D_LOMO,test,42
974,FFpp,faceswap,c23,0,0.523114,PRISM_50D_LOMO,test,42
995,FFpp,faceswap,c23,0,0.302782,PRISM_50D_LOMO,test,42
003_000,FFpp,faceswap,c23,1,0.069151,PRISM_50D_LOMO,test,42
000_003,FFpp,faceswap,c23,1,0.082211,PRISM_50D_LOMO,test,42
012_026,FFpp,faceswap,c23,1,0.418037,PRISM_50D_LOMO,test,42
015_919,FFpp,faceswap,c23,1,0.47651,PRISM_50D_LOMO,test,42
024_073,FFpp,faceswap,c23,1,0.96461,PRISM_50D_LOMO,test,42
026_012,FFpp,faceswap,c23,1,0.344368,PRISM_50D_LOMO,test,42
029_048,FFpp,faceswap,c23,1,0.880049,PRISM_50D_LOMO,test,42
035_036,FFpp,faceswap,c23,1,0.880058,PRISM_50D_LOMO,test,42
036_035,FFpp,faceswap,c23,1,0.688481,PRISM_50D_LOMO,test,42
047_862,FFpp,faceswap,c23,1,0.558176,PRISM_50D_LOMO,test,42
048_029,FFpp,faceswap,c23,1,0.561612,PRISM_50D_LOMO,test,42
044_945,FFpp,faceswap,c23,1,0.546687,PRISM_50D_LOMO,test,42
073_024,FFpp,faceswap,c23,1,0.93359,PRISM_50D_LOMO,test,42
