video,label,p,method,target,dataset
945_044,1,0.5935884548756003,POS,neuraltextures,FFpp
955_078,1,0.4256738326970026,POS,neuraltextures,FFpp
953_974,1,0.5727355958178239,POS,neuraltextures,FFpp
970_973,1,0.5171432173620725,POS,neuraltextures,FFpp
974_953,1,0.40141369625565965,POS,neuraltextures,FFpp
973_970,1,0.5699638469152134,POS,neuraltextures,FFpp
995_233,1,0.5895525807744153,POS,neuraltextures,FFpp
000,0,0.5114243971322365,CHROM,neuraltextures,FFpp
003,0,0.5010680805581752,CHROM,neuraltextures,FFpp
012,0,0.4350606162172698,CHROM,neuraltextures,FFpp
015,0,0.45521660902069705,CHROM,neuraltextures,FFpp
024,0,0.030648584081246214,CHROM,neuraltextures,FFpp
026,0,0.5789194660699675,CHROM,neuraltextures,FFpp
029,0,0.3559768237772877,CHROM,neuraltextures,FFpp
035,0,0.4112445768273939,CHROM,neuraltextures,FFpp
036,0,0.36433752371720346,CHROM,neuraltextures,FFpp
048,0,0.502162177165241,CHROM,neuraltextures,FFpp
044,0,0.5942846770351515,CHROM,neuraltextures,FFpp
047,0,0.39026523621170167,CHROM,neuraltextures,FFpp
073,0,0.6946828583529945,CHROM,neuraltextures,FFpp
078,0,0.5340282796246343,CHROM,neuraltextures,FFpp
102,0,0.4341060383167361,CHROM,neuraltextures,FFpp
114,0,0.33889694207383275,CHROM,neuraltextures,FFpp
128,0,0.38947364494357495,CHROM,neuraltextures,FFpp
138,0,0.536657002161264,CHROM,neuraltextures,FFpp
135,0,0.2836324995601001,CHROM,neuraltextures,FFpp
141,0,0.3478194817123423,CHROM,neuraltextures,FFpp
142,0,0.40924300946127506,CHROM,neuraltextures,FFpp
158,0,0.6271768578790923,CHROM,neuraltextures,FFpp
161,0,0.5685700089310652,CHROM,neuraltextures,FFpp
154,0,0.43865356803601974,CHROM,neuraltextures,FFpp
169,0,0.49059733130447775,CHROM,neuraltextures,FFpp
170,0,0.4362293717065356,CHROM,neuraltextures,FFpp
176,0,0.6117592342328557,CHROM,neuraltextures,FFpp
186,0,0.30065185414105355,CHROM,neuraltextures,FFpp
190,0,0.5775351410102729,CHROM,neuraltextures,FFpp
214,0,0.62065994010843,CHROM,neuraltextures,FFpp
220,0,0.616339730264865,CHROM,neuraltextures,FFpp
219,0,0.6893708697760185,CHROM,neuraltextures,FFpp
227,0,0.5619305760326896,CHROM,neuraltextures,FFpp
233,0,0.40341415919661633,CHROM,neuraltextures,FFpp
249,0,0.7588184419340115,CHROM,neuraltextures,FFpp
255,0,0.5411714974682371,CHROM,neuraltextures,FFpp
257,0,0.5033405793731563,CHROM,neuraltextures,FFpp
278,0,0.704684302137381,CHROM,neuraltextures,FFpp
280,0,0.2523855277090228,CHROM,neuraltextures,FFpp
288,0,0.6107329728184606,CHROM,neuraltextures,FFpp
306,0,0.5198178444673287,CHROM,neuraltextures,FFpp
308,0,0.6118946033757918,CHROM,neuraltextures,FFpp
314,0,0.6211692558931854,CHROM,neuraltextures,FFpp
319,0,0.23982475561357225,CHROM,neuraltextures,FFpp
321,0,0.5752569184324039,CHROM,neuraltextures,FFpp
347,0,0.7539942746121749,CHROM,neuraltextures,FFpp
352,0,0.37119536344899984,CHROM,neuraltextures,FFpp
358,0,0.5634690224895913,CHROM,neuraltextures,FFpp
367,0,0.25755154034609246,CHROM,neuraltextures,FFpp
371,0,0.5821895086488257,CHROM,neuraltextures,FFpp
379,0,0.6243103968010554,CHROM,neuraltextures,FFpp
380,0,0.5552779278712184,CHROM,neuraltextures,FFpp
376,0,0.45388511190798975,CHROM,neuraltextures,FFpp
381,0,0.4387483171556659,CHROM,neuraltextures,FFpp
388,0,0.4740156892840007,CHROM,neuraltextures,FFpp
386,0,0.6819031985734544,CHROM,neuraltextures,FFpp
384,0,0.35516311269780315,CHROM,neuraltextures,FFpp
389,0,0.15349736895090588,CHROM,neuraltextures,FFpp
399,0,0.5315354198913539,CHROM,neuraltextures,FFpp
404,0,0.5449199903679874,CHROM,neuraltextures,FFpp
421,0,0.32094418554375803,CHROM,neuraltextures,FFpp
420,0,0.8177937717388497,CHROM,neuraltextures,FFpp
418,0,0.5295115277198652,CHROM,neuraltextures,FFpp
425,0,0.5432640924754641,CHROM,neuraltextures,FFpp
423,0,0.4761249454020472,CHROM,neuraltextures,FFpp
429,0,0.5612139389868139,CHROM,neuraltextures,FFpp
422,0,0.5306614404574819,CHROM,neuraltextures,FFpp
452,0,0.29884516562399316,CHROM,neuraltextures,FFpp
445,0,0.4234124060475537,CHROM,neuraltextures,FFpp
454,0,0.4375505038617001,CHROM,neuraltextures,FFpp
462,0,0.38646625871699336,CHROM,neuraltextures,FFpp
467,0,0.5823081694414854,CHROM,neuraltextures,FFpp
480,0,0.4760282765198601,CHROM,neuraltextures,FFpp
485,0,0.49876291024487496,CHROM,neuraltextures,FFpp
488,0,0.5214561767667968,CHROM,neuraltextures,FFpp
479,0,0.5219899559211086,CHROM,neuraltextures,FFpp
494,0,0.6444656688091007,CHROM,neuraltextures,FFpp
517,0,0.6256871232684852,CHROM,neuraltextures,FFpp
507,0,0.7090852049262087,CHROM,neuraltextures,FFpp
521,0,0.6154887070114127,CHROM,neuraltextures,FFpp
527,0,0.6201108387166931,CHROM,neuraltextures,FFpp
529,0,0.6594053719632104,CHROM,neuraltextures,FFpp
550,0,0.3345548902452286,CHROM,neuraltextures,FFpp
552,0,0.2678079544961305,CHROM,neuraltextures,FFpp
579,0,0.647420791792016,CHROM,neuraltextures,FFpp
608,0,0.47597885209856344,CHROM,neuraltextures,FFpp
607,0,0.5102698909909036,CHROM,neuraltextures,FFpp
623,0,0.5815831321498617,CHROM,neuraltextures,FFpp
625,0,0.16970747553921597,CHROM,neuraltextures,FFpp
630,0,0.4049351504993288,CHROM,neuraltextures,FFpp
633,0,0.589263629976567,CHROM,neuraltextures,FFpp
634,0,0.7705898114366254,CHROM,neuraltextures,FFpp
650,0,0.339669233699719,CHROM,neuraltextures,FFpp
661,0,0.42382475269232645,CHROM,neuraltextures,FFpp
669,0,0.640808140888095,CHROM,neuraltextures,FFpp
660,0,0.5849701475908723,CHROM,neuraltextures,FFpp
670,0,0.1633051046504064,CHROM,neuraltextures,FFpp
675,0,0.7018073973932892,CHROM,neuraltextures,FFpp
682,0,0.4667369607263753,CHROM,neuraltextures,FFpp
683,0,0.4641133140029509,CHROM,neuraltextures,FFpp
691,0,0.5756694415665286,CHROM,neuraltextures,FFpp
695,0,0.4223542304478346,CHROM,neuraltextures,FFpp
705,0,0.49825200018582344,CHROM,neuraltextures,FFpp
707,0,0.6995526329940754,CHROM,neuraltextures,FFpp
701,0,0.21986678386563194,CHROM,neuraltextures,FFpp
706,0,0.46107121728273065,CHROM,neuraltextures,FFpp
714,0,0.2963317272558767,CHROM,neuraltextures,FFpp
725,0,0.6208593132318031,CHROM,neuraltextures,FFpp
731,0,0.5953217259808609,CHROM,neuraltextures,FFpp
732,0,0.46327494185212253,CHROM,neuraltextures,FFpp
724,0,0.6301204438366863,CHROM,neuraltextures,FFpp
741,0,0.509088397226128,CHROM,neuraltextures,FFpp
739,0,0.19712720703151188,CHROM,neuraltextures,FFpp
755,0,0.5997094546133401,CHROM,neuraltextures,FFpp
801,0,0.3420543377850499,CHROM,neuraltextures,FFpp
812,0,0.5301820718447188,CHROM,neuraltextures,FFpp
821,0,0.47483592548855513,CHROM,neuraltextures,FFpp
842,0,0.6571389819807971,CHROM,neuraltextures,FFpp
847,0,0.4335716530874637,CHROM,neuraltextures,FFpp
855,0,0.5465269192771675,CHROM,neuraltextures,FFpp
851,0,0.477585816653482,CHROM,neuraltextures,FFpp
868,0,0.4944793528836269,CHROM,neuraltextures,FFpp
865,0,0.5718570198872388,CHROM,neuraltextures,FFpp
896,0,0.5940250736696104,CHROM,neuraltextures,FFpp
906,0,0.47458356561176684,CHROM,neuraltextures,FFpp
917,0,0.4611497343542766,CHROM,neuraltextures,FFpp
919,0,0.2541798619888183,CHROM,neuraltextures,FFpp
924,0,0.5179667498561862,CHROM,neuraltextures,FFpp
932,0,0.5471719449728738,CHROM,neuraltextures,FFpp
949,0,0.4110622178919152,CHROM,neuraltextures,FFpp
945,0,0.4559521646814015,CHROM,neuraltextures,FFpp
955,0,0.487632964465609,CHROM,neuraltextures,FFpp
953,0,0.40755833649977996,CHROM,neuraltextures,FFpp
970,0,0.40196680655141986,CHROM,neuraltextures,FFpp
974,0,0.4750718722853485,CHROM,neuraltextures,FFpp
973,0,0.38242309860203194,CHROM,neuraltextures,FFpp
995,0,0.5766402280803841,CHROM,neuraltextures,FFpp
000_003,1,0.6266296500447596,CHROM,neuraltextures,FFpp
003_000,1,0.7706777493066569,CHROM,neuraltextures,FFpp
015_919,1,0.3851737121964875,CHROM,neuraltextures,FFpp
012_026,1,0.39427718754926605,CHROM,neuraltextures,FFpp
026_012,1,0.5245134524238452,CHROM,neuraltextures,FFpp
024_073,1,0.6048353098323078,CHROM,neuraltextures,FFpp
029_048,1,0.6250289809016384,CHROM,neuraltextures,FFpp
035_036,1,0.4572028813897253,CHROM,neuraltextures,FFpp
036_035,1,0.4597111545158349,CHROM,neuraltextures,FFpp
048_029,1,0.37109913071891937,CHROM,neuraltextures,FFpp
047_862,1,0.39261548250971706,CHROM,neuraltextures,FFpp
044_945,1,0.4354457447839657,CHROM,neuraltextures,FFpp
073_024,1,0.19624456199506538,CHROM,neuraltextures,FFpp
078_955,1,0.7275593678686015,CHROM,neuraltextures,FFpp
102_114,1,0.49051464416972995,CHROM,neuraltextures,FFpp
114_102,1,0.4154026795739029,CHROM,neuraltextures,FFpp
128_896,1,0.506956572706965,CHROM,neuraltextures,FFpp
138_142,1,0.3886088832703169,CHROM,neuraltextures,FFpp
135_880,1,0.5628252907192878,CHROM,neuraltextures,FFpp
141_161,1,0.443013973621381,CHROM,neuraltextures,FFpp
142_138,1,0.4082272998317638,CHROM,neuraltextures,FFpp
154_386,1,0.7816097478310218,CHROM,neuraltextures,FFpp
158_379,1,0.41865389250763285,CHROM,neuraltextures,FFpp
161_141,1,0.4448934196427314,CHROM,neuraltextures,FFpp
169_227,1,0.5185654635932294,CHROM,neuraltextures,FFpp
170_186,1,0.5258883378502703,CHROM,neuraltextures,FFpp
176_190,1,0.6919106320542534,CHROM,neuraltextures,FFpp
186_170,1,0.3704641826537295,CHROM,neuraltextures,FFpp
190_176,1,0.39945297180455863,CHROM,neuraltextures,FFpp
214_255,1,0.4904927218142759,CHROM,neuraltextures,FFpp
220_219,1,0.5448768051146259,CHROM,neuraltextures,FFpp
219_220,1,0.5534830074343805,CHROM,neuraltextures,FFpp
227_169,1,0.5507632352134493,CHROM,neuraltextures,FFpp
233_995,1,0.36058606711991037,CHROM,neuraltextures,FFpp
249_280,1,0.49217674475933654,CHROM,neuraltextures,FFpp
255_214,1,0.33051200126698976,CHROM,neuraltextures,FFpp
257_420,1,0.6521376912027863,CHROM,neuraltextures,FFpp
278_306,1,0.452398460846016,CHROM,neuraltextures,FFpp
280_249,1,0.41727891242000026,CHROM,neuraltextures,FFpp
288_321,1,0.25732068298214933,CHROM,neuraltextures,FFpp
306_278,1,0.4344846994822445,CHROM,neuraltextures,FFpp
308_388,1,0.5838203661073122,CHROM,neuraltextures,FFpp
314_347,1,0.5108138966633854,CHROM,neuraltextures,FFpp
319_352,1,0.5258352227912747,CHROM,neuraltextures,FFpp
321_288,1,0.4980282888977979,CHROM,neuraltextures,FFpp
347_314,1,0.29271257883737695,CHROM,neuraltextures,FFpp
352_319,1,0.408806791008893,CHROM,neuraltextures,FFpp
358_380,1,0.3395419056572377,CHROM,neuraltextures,FFpp
367_371,1,0.4553448280818204,CHROM,neuraltextures,FFpp
371_367,1,0.7646797763818789,CHROM,neuraltextures,FFpp
376_381,1,0.43420563308142957,CHROM,neuraltextures,FFpp
379_158,1,0.6420445031799813,CHROM,neuraltextures,FFpp
381_376,1,0.6796287875502295,CHROM,neuraltextures,FFpp
380_358,1,0.5808340563042477,CHROM,neuraltextures,FFpp
388_308,1,0.470021182852944,CHROM,neuraltextures,FFpp
384_932,1,0.4314067842190307,CHROM,neuraltextures,FFpp
386_154,1,0.2596812434834427,CHROM,neuraltextures,FFpp
389_480,1,0.41777047298769,CHROM,neuraltextures,FFpp
399_488,1,0.24076643607344989,CHROM,neuraltextures,FFpp
404_429,1,0.42683749953917755,CHROM,neuraltextures,FFpp
420_257,1,0.44147354661564236,CHROM,neuraltextures,FFpp
421_423,1,0.7881908638322328,CHROM,neuraltextures,FFpp
418_507,1,0.4431027058874681,CHROM,neuraltextures,FFpp
423_421,1,0.5377661668840289,CHROM,neuraltextures,FFpp
425_485,1,0.5250028081287232,CHROM,neuraltextures,FFpp
429_404,1,0.5899437202204935,CHROM,neuraltextures,FFpp
422_695,1,0.6276941669844712,CHROM,neuraltextures,FFpp
452_550,1,0.48304461329508785,CHROM,neuraltextures,FFpp
445_494,1,0.578138905035115,CHROM,neuraltextures,FFpp
454_527,1,0.5493589391764644,CHROM,neuraltextures,FFpp
462_467,1,0.634045646172424,CHROM,neuraltextures,FFpp
467_462,1,0.4466057865912952,CHROM,neuraltextures,FFpp
480_389,1,0.5541951441839497,CHROM,neuraltextures,FFpp
485_425,1,0.6133126799847262,CHROM,neuraltextures,FFpp
479_706,1,0.3292468865152065,CHROM,neuraltextures,FFpp
488_399,1,0.6844865621872989,CHROM,neuraltextures,FFpp
494_445,1,0.5954445878154849,CHROM,neuraltextures,FFpp
507_418,1,0.31716920954088046,CHROM,neuraltextures,FFpp
517_521,1,0.30791925783996377,CHROM,neuraltextures,FFpp
521_517,1,0.6217058204622793,CHROM,neuraltextures,FFpp
527_454,1,0.6399650452295059,CHROM,neuraltextures,FFpp
529_633,1,0.5449490482758731,CHROM,neuraltextures,FFpp
550_452,1,0.43250429395067636,CHROM,neuraltextures,FFpp
552_851,1,0.5592787994321029,CHROM,neuraltextures,FFpp
579_701,1,0.46968570409075855,CHROM,neuraltextures,FFpp
608_675,1,0.49472073702214203,CHROM,neuraltextures,FFpp
607_683,1,0.4101783496460923,CHROM,neuraltextures,FFpp
623_630,1,0.5118054754052805,CHROM,neuraltextures,FFpp
625_650,1,0.5250222399815001,CHROM,neuraltextures,FFpp
630_623,1,0.48533328834890616,CHROM,neuraltextures,FFpp
634_660,1,0.5097962372184712,CHROM,neuraltextures,FFpp
633_529,1,0.5420836238930277,CHROM,neuraltextures,FFpp
650_625,1,0.43631625863313883,CHROM,neuraltextures,FFpp
660_634,1,0.6232697543494019,CHROM,neuraltextures,FFpp
670_661,1,0.620246257260646,CHROM,neuraltextures,FFpp
669_682,1,0.6438548515781227,CHROM,neuraltextures,FFpp
661_670,1,0.288710688888716,CHROM,neuraltextures,FFpp
675_608,1,0.7256771456825114,CHROM,neuraltextures,FFpp
682_669,1,0.2882353803255879,CHROM,neuraltextures,FFpp
683_607,1,0.3180364889367641,CHROM,neuraltextures,FFpp
691_732,1,0.40180049846671373,CHROM,neuraltextures,FFpp
705_707,1,0.583233184751646,CHROM,neuraltextures,FFpp
695_422,1,0.4592600300976209,CHROM,neuraltextures,FFpp
707_705,1,0.5884683416978285,CHROM,neuraltextures,FFpp
701_579,1,0.5713833675093215,CHROM,neuraltextures,FFpp
706_479,1,0.48955577730968575,CHROM,neuraltextures,FFpp
714_842,1,0.6484126658332268,CHROM,neuraltextures,FFpp
725_724,1,0.6875219911400406,CHROM,neuraltextures,FFpp
731_741,1,0.36915854430771794,CHROM,neuraltextures,FFpp
732_691,1,0.5856416247073777,CHROM,neuraltextures,FFpp
724_725,1,0.363546541118943,CHROM,neuraltextures,FFpp
741_731,1,0.5673155008303608,CHROM,neuraltextures,FFpp
739_865,1,0.762709342422154,CHROM,neuraltextures,FFpp
755_759,1,0.4619725535112192,CHROM,neuraltextures,FFpp
801_855,1,0.3111420078613241,CHROM,neuraltextures,FFpp
812_821,1,0.7248002117801651,CHROM,neuraltextures,FFpp
821_812,1,0.30358039852833435,CHROM,neuraltextures,FFpp
842_714,1,0.482117370509447,CHROM,neuraltextures,FFpp
847_906,1,0.511955970708257,CHROM,neuraltextures,FFpp
851_552,1,0.4592102840109341,CHROM,neuraltextures,FFpp
855_801,1,0.5331375759186513,CHROM,neuraltextures,FFpp
868_949,1,0.5132926042611574,CHROM,neuraltextures,FFpp
865_739,1,0.38619418774600284,CHROM,neuraltextures,FFpp
896_128,1,0.5006720231352902,CHROM,neuraltextures,FFpp
906_847,1,0.3934121086649392,CHROM,neuraltextures,FFpp
917_924,1,0.5477185288530108,CHROM,neuraltextures,FFpp
919_015,1,0.30870422872701664,CHROM,neuraltextures,FFpp
924_917,1,0.5054518960978043,CHROM,neuraltextures,FFpp
932_384,1,0.6011785525328559,CHROM,neuraltextures,FFpp
949_868,1,0.42537361272714275,CHROM,neuraltextures,FFpp
945_044,1,0.6958299254357485,CHROM,neuraltextures,FFpp
955_078,1,0.5912522214577265,CHROM,neuraltextures,FFpp
953_974,1,0.419994442467266,CHROM,neuraltextures,FFpp
970_973,1,0.499509719554831,CHROM,neuraltextures,FFpp
974_953,1,0.4894988532385637,CHROM,neuraltextures,FFpp
973_970,1,0.6121220243195707,CHROM,neuraltextures,FFpp
995_233,1,0.20901056800664541,CHROM,neuraltextures,FFpp
id0_0000,0,0.5537520603643113,current(POS+CHROM),celebdf,CelebDF
id0_0002,0,0.6651498212292943,current(POS+CHROM),celebdf,CelebDF
id0_0001,0,0.5156562045728769,current(POS+CHROM),celebdf,CelebDF
id0_0004,0,0.5440180338267938,current(POS+CHROM),celebdf,CelebDF
id0_0007,0,0.5708916102853221,current(POS+CHROM),celebdf,CelebDF
id0_0006,0,0.4357449098850164,current(POS+CHROM),celebdf,CelebDF
id0_0005,0,0.5079164983263502,current(POS+CHROM),celebdf,CelebDF
id0_0003,0,0.47594643162319566,current(POS+CHROM),celebdf,CelebDF
id10_0000,0,0.7971019189974344,current(POS+CHROM),celebdf,CelebDF
id10_0001,0,0.6138469417634546,current(POS+CHROM),celebdf,CelebDF
id10_0003,0,0.6881441345544359,current(POS+CHROM),celebdf,CelebDF
id0_0008,0,0.7311593747619736,current(POS+CHROM),celebdf,CelebDF
id0_0009,0,0.5702764131363136,current(POS+CHROM),celebdf,CelebDF
id10_0005,0,0.533358281783022,current(POS+CHROM),celebdf,CelebDF
id10_0002,0,0.6801312074156899,current(POS+CHROM),celebdf,CelebDF
id10_0004,0,0.23981263057970323,current(POS+CHROM),celebdf,CelebDF
id10_0006,0,0.9064086330815395,current(POS+CHROM),celebdf,CelebDF
id11_0000,0,0.4978302731143856,current(POS+CHROM),celebdf,CelebDF
id10_0008,0,0.26384475313879285,current(POS+CHROM),celebdf,CelebDF
id10_0007,0,0.8430058469388696,current(POS+CHROM),celebdf,CelebDF
id10_0009,0,0.6996750763545895,current(POS+CHROM),celebdf,CelebDF
id11_0001,0,0.3798356038974983,current(POS+CHROM),celebdf,CelebDF
id11_0003,0,0.5356992480763513,current(POS+CHROM),celebdf,CelebDF
id11_0002,0,0.4256337208065501,current(POS+CHROM),celebdf,CelebDF
id11_0004,0,0.49428423308743835,current(POS+CHROM),celebdf,CelebDF
id11_0005,0,0.7030147297033779,current(POS+CHROM),celebdf,CelebDF
id11_0006,0,0.41183182095327664,current(POS+CHROM),celebdf,CelebDF
id11_0010,0,0.5804420180183899,current(POS+CHROM),celebdf,CelebDF
id11_0007,0,0.649206837589848,current(POS+CHROM),celebdf,CelebDF
id11_0008,0,0.43882717965171636,current(POS+CHROM),celebdf,CelebDF
id11_0009,0,0.48356344986300864,current(POS+CHROM),celebdf,CelebDF
id12_0000,0,0.7462474286736439,current(POS+CHROM),celebdf,CelebDF
id12_0001,0,0.7055558311723276,current(POS+CHROM),celebdf,CelebDF
id12_0002,0,0.4810605246272115,current(POS+CHROM),celebdf,CelebDF
id12_0004,0,0.419517999625065,current(POS+CHROM),celebdf,CelebDF
id12_0005,0,0.43160385394765444,current(POS+CHROM),celebdf,CelebDF
id12_0006,0,0.3552781302744147,current(POS+CHROM),celebdf,CelebDF
id13_0001,0,0.6873992811635944,current(POS+CHROM),celebdf,CelebDF
id13_0000,0,0.6385442288820405,current(POS+CHROM),celebdf,CelebDF
id13_0002,0,0.6329305099804226,current(POS+CHROM),celebdf,CelebDF
id13_0004,0,0.8578997922623386,current(POS+CHROM),celebdf,CelebDF
id13_0003,0,0.5488719781039411,current(POS+CHROM),celebdf,CelebDF
id13_0005,0,0.7754770823848924,current(POS+CHROM),celebdf,CelebDF
id13_0006,0,0.5693085893301868,current(POS+CHROM),celebdf,CelebDF
id13_0008,0,0.4863691014575605,current(POS+CHROM),celebdf,CelebDF
id13_0007,0,0.6285662882986212,current(POS+CHROM),celebdf,CelebDF
id13_0009,0,0.4205313559898822,current(POS+CHROM),celebdf,CelebDF
id13_0010,0,0.5698128547545488,current(POS+CHROM),celebdf,CelebDF
id13_0012,0,0.6262312910145208,current(POS+CHROM),celebdf,CelebDF
id13_0011,0,0.6401208678965401,current(POS+CHROM),celebdf,CelebDF
id13_0013,0,0.5354448197810756,current(POS+CHROM),celebdf,CelebDF
id13_0014,0,0.6146572039968504,current(POS+CHROM),celebdf,CelebDF
id16_0000,0,0.6073116888128718,current(POS+CHROM),celebdf,CelebDF
id16_0001,0,0.6445866857222341,current(POS+CHROM),celebdf,CelebDF
id13_0015,0,0.7068457208380822,current(POS+CHROM),celebdf,CelebDF
id16_0002,0,0.44068568289266585,current(POS+CHROM),celebdf,CelebDF
id16_0003,0,0.4703521985834235,current(POS+CHROM),celebdf,CelebDF
id16_0004,0,0.5073267544724099,current(POS+CHROM),celebdf,CelebDF
id16_0005,0,0.7955820384592425,current(POS+CHROM),celebdf,CelebDF
id16_0006,0,0.9006852617255591,current(POS+CHROM),celebdf,CelebDF
id16_0007,0,0.6279227816261856,current(POS+CHROM),celebdf,CelebDF
id16_0008,0,0.5836473558084183,current(POS+CHROM),celebdf,CelebDF
id16_0009,0,0.7629385612033192,current(POS+CHROM),celebdf,CelebDF
id16_0010,0,0.3945660978742725,current(POS+CHROM),celebdf,CelebDF
id16_0011,0,0.42241241174202826,current(POS+CHROM),celebdf,CelebDF
id16_0013,0,0.6763517568025671,current(POS+CHROM),celebdf,CelebDF
id16_0012,0,0.4627186770498065,current(POS+CHROM),celebdf,CelebDF
id17_0000,0,0.5689426299903421,current(POS+CHROM),celebdf,CelebDF
id17_0001,0,0.6324707568882262,current(POS+CHROM),celebdf,CelebDF
id17_0003,0,0.8708917000529173,current(POS+CHROM),celebdf,CelebDF
id17_0002,0,0.7714381795802085,current(POS+CHROM),celebdf,CelebDF
id17_0004,0,0.6714940272589125,current(POS+CHROM),celebdf,CelebDF
id17_0005,0,0.43813915195475944,current(POS+CHROM),celebdf,CelebDF
id17_0006,0,0.8066523827453066,current(POS+CHROM),celebdf,CelebDF
id17_0007,0,0.48680157365775983,current(POS+CHROM),celebdf,CelebDF
id17_0008,0,0.5966157962604656,current(POS+CHROM),celebdf,CelebDF
id19_0002,0,0.6670451084579421,current(POS+CHROM),celebdf,CelebDF
id17_0009,0,0.5676268594588199,current(POS+CHROM),celebdf,CelebDF
id19_0001,0,0.6981176283947951,current(POS+CHROM),celebdf,CelebDF
id19_0000,0,0.4950411593604249,current(POS+CHROM),celebdf,CelebDF
id19_0003,0,0.8337428542119956,current(POS+CHROM),celebdf,CelebDF
id19_0004,0,0.5961581394156283,current(POS+CHROM),celebdf,CelebDF
id19_0005,0,0.6686695661862261,current(POS+CHROM),celebdf,CelebDF
id19_0006,0,0.5896003084800735,current(POS+CHROM),celebdf,CelebDF
id19_0008,0,0.41561813333864667,current(POS+CHROM),celebdf,CelebDF
id1_0000,0,0.5389386561525922,current(POS+CHROM),celebdf,CelebDF
id19_0007,0,0.6227039873786437,current(POS+CHROM),celebdf,CelebDF
id19_0009,0,0.6561132469430325,current(POS+CHROM),celebdf,CelebDF
id1_0001,0,0.7451847404366572,current(POS+CHROM),celebdf,CelebDF
id1_0002,0,0.7226348742489225,current(POS+CHROM),celebdf,CelebDF
id1_0003,0,0.4204002433770748,current(POS+CHROM),celebdf,CelebDF
id1_0004,0,0.7105699836143049,current(POS+CHROM),celebdf,CelebDF
id1_0005,0,0.6448793437020487,current(POS+CHROM),celebdf,CelebDF
id1_0007,0,0.3105508859097144,current(POS+CHROM),celebdf,CelebDF
id1_0006,0,0.33223826600096223,current(POS+CHROM),celebdf,CelebDF
id1_0008,0,0.6578100860319118,current(POS+CHROM),celebdf,CelebDF
id1_0009,0,0.39935289355415876,current(POS+CHROM),celebdf,CelebDF
id20_0000,0,0.6655536502878516,current(POS+CHROM),celebdf,CelebDF
id20_0002,0,0.5967290055305009,current(POS+CHROM),celebdf,CelebDF
id20_0001,0,0.48703484733171815,current(POS+CHROM),celebdf,CelebDF
id20_0003,0,0.5983135364572696,current(POS+CHROM),celebdf,CelebDF
id20_0004,0,0.7749737310579026,current(POS+CHROM),celebdf,CelebDF
id20_0005,0,0.9498238172525072,current(POS+CHROM),celebdf,CelebDF
id20_0006,0,0.47294108359639303,current(POS+CHROM),celebdf,CelebDF
id20_0007,0,0.7565691754147312,current(POS+CHROM),celebdf,CelebDF
id20_0008,0,0.4555969423225742,current(POS+CHROM),celebdf,CelebDF
id20_0009,0,0.7111372877894447,current(POS+CHROM),celebdf,CelebDF
id21_0000,0,0.5910626323737861,current(POS+CHROM),celebdf,CelebDF
id21_0003,0,0.38353012456111063,current(POS+CHROM),celebdf,CelebDF
id21_0001,0,0.4515298714782276,current(POS+CHROM),celebdf,CelebDF
id21_0002,0,0.7117060771893459,current(POS+CHROM),celebdf,CelebDF
id21_0004,0,0.7040705539082507,current(POS+CHROM),celebdf,CelebDF
id21_0005,0,0.5122860950240774,current(POS+CHROM),celebdf,CelebDF
id21_0006,0,0.3014680193989551,current(POS+CHROM),celebdf,CelebDF
id21_0008,0,0.49142162267806844,current(POS+CHROM),celebdf,CelebDF
id21_0007,0,0.7973241388301635,current(POS+CHROM),celebdf,CelebDF
id21_0009,0,0.6736783199543626,current(POS+CHROM),celebdf,CelebDF
id22_0000,0,0.47374479260933827,current(POS+CHROM),celebdf,CelebDF
id22_0001,0,0.47405196290170243,current(POS+CHROM),celebdf,CelebDF
id22_0002,0,0.8003607582025087,current(POS+CHROM),celebdf,CelebDF
id22_0003,0,0.5296092089574582,current(POS+CHROM),celebdf,CelebDF
id22_0004,0,0.48336706640101595,current(POS+CHROM),celebdf,CelebDF
id22_0005,0,0.3337153673979327,current(POS+CHROM),celebdf,CelebDF
id22_0006,0,0.7121641714270482,current(POS+CHROM),celebdf,CelebDF
id22_0007,0,0.47580742639616286,current(POS+CHROM),celebdf,CelebDF
id22_0008,0,0.47538982737111,current(POS+CHROM),celebdf,CelebDF
id22_0009,0,0.4344360817527415,current(POS+CHROM),celebdf,CelebDF
id23_0000,0,0.6029280517076258,current(POS+CHROM),celebdf,CelebDF
id23_0001,0,0.8507314341847173,current(POS+CHROM),celebdf,CelebDF
id23_0002,0,0.48467293116054555,current(POS+CHROM),celebdf,CelebDF
id23_0005,0,0.6397734183598908,current(POS+CHROM),celebdf,CelebDF
id23_0003,0,0.45880639960603564,current(POS+CHROM),celebdf,CelebDF
id23_0004,0,0.4197539111600531,current(POS+CHROM),celebdf,CelebDF
id23_0006,0,0.3507908116425451,current(POS+CHROM),celebdf,CelebDF
id23_0007,0,0.49310436991432877,current(POS+CHROM),celebdf,CelebDF
id23_0008,0,0.6499991514847149,current(POS+CHROM),celebdf,CelebDF
id23_0009,0,0.827630929074641,current(POS+CHROM),celebdf,CelebDF
id24_0003,0,0.691572272044731,current(POS+CHROM),celebdf,CelebDF
id24_0002,0,0.6918176179072595,current(POS+CHROM),celebdf,CelebDF
